OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;
;;;Lohja;178;19611101;1961;11;1;3325000;6695000;3.8;6.6;0.9;0;1389;8.13;
;;;Lohja;178;19611102;1961;11;2;3325000;6695000;6.1;8.2;-0.6;24;1844;8.45;
;;;Lohja;178;19611103;1961;11;3;3325000;6695000;8.7;10.3;7.9;6;2041;10.93;
;;;Lohja;178;19611104;1961;11;4;3325000;6695000;6.3;8.6;5.7;11;1708;8.73;
;;;Lohja;178;19611105;1961;11;5;3325000;6695000;2.3;7.4;1.2;0;2812;6.77;
;;;Lohja;178;19611106;1961;11;6;3325000;6695000;-0.3;5.7;-3.6;0;1960;5.76;
;;;Lohja;178;19611107;1961;11;7;3325000;6695000;1.1;3.7;-4.5;0;2336;5.86;
;;;Lohja;178;19611108;1961;11;8;3325000;6695000;4.3;5.2;2.5;0;1157;8.05;
;;;Lohja;178;19611109;1961;11;9;3325000;6695000;4.3;5.1;3.5;1;1203;7.5;
;;;Lohja;178;19611110;1961;11;10;3325000;6695000;3.7;4.4;3.4;0;1161;7.48;
;;;Lohja;178;19611111;1961;11;11;3325000;6695000;0.2;4.4;-1.3;0;1140;5.44;
;;;Lohja;178;19611112;1961;11;12;3325000;6695000;-2.8;-0.9;-3.8;0;1181;4;
;;;Lohja;178;19611113;1961;11;13;3325000;6695000;-3.4;-3.1;-3.9;0;1132;3.62;
;;;Lohja;178;19611114;1961;11;14;3325000;6695000;-0.6;0.2;-3.9;0;1052;4.71;
;;;Lohja;178;19611115;1961;11;15;3325000;6695000;2.6;4.9;0.1;0;1140;6.99;
;;;Lohja;178;19611116;1961;11;16;3325000;6695000;2.4;5.3;0.2;0;1624;5.88;
;;;Lohja;178;19611117;1961;11;17;3325000;6695000;0.2;2.7;-2;2;1496;5.12;
;;;Lohja;178;19611118;1961;11;18;3325000;6695000;-1.6;2.6;-2.6;0;1286;4.56;
;;;Lohja;178;19611119;1961;11;19;3325000;6695000;-4.6;-2.1;-6.7;0;1700;3.31;
;;;Lohja;178;19611120;1961;11;20;3325000;6695000;-1.4;2.4;-11.1;2;936;4.54;
;;;Lohja;178;19611121;1961;11;21;3325000;6695000;4.9;6.5;1.7;0;1145;6.84;
;;;Lohja;178;19611122;1961;11;22;3325000;6695000;3.7;7.4;1.2;0;1662;7.02;
;;;Lohja;178;19611123;1961;11;23;3325000;6695000;0.9;2.1;-2.2;0;719;5.91;
;;;Lohja;178;19611124;1961;11;24;3325000;6695000;2.8;4.1;0.9;1;842;7.04;
;;;Lohja;178;19611125;1961;11;25;3325000;6695000;4;5.9;1.5;1;946;7.26;
;;;Lohja;178;19611126;1961;11;26;3325000;6695000;2.7;4.9;1;1;1080;6.79;
;;;Lohja;178;19611127;1961;11;27;3325000;6695000;0;2.2;-1.9;2;977;6.17;
;;;Lohja;178;19611128;1961;11;28;3325000;6695000;-1.4;0.4;-2.1;0;816;5.18;
;;;Lohja;178;19611129;1961;11;29;3325000;6695000;-1.7;0.2;-5.5;4;909;5.43;
;;;Lohja;178;19611130;1961;11;30;3325000;6695000;0;1.6;-1;8;730;6.32;
;;;Lohja;178;19611201;1961;12;1;3325000;6695000;0;0.4;-0.8;1;734;5.99;
;;;Lohja;178;19611202;1961;12;2;3325000;6695000;-0.9;0.2;-2.7;0;849;5.23;
;;;Lohja;178;19611203;1961;12;3;3325000;6695000;-2.1;-0.9;-4.2;3;971;4.79;
;;;Lohja;178;19611204;1961;12;4;3325000;6695000;-2.5;-0.6;-3.8;3;828;4.84;
;;;Lohja;178;19611205;1961;12;5;3325000;6695000;-0.9;1;-6.3;9;755;5.1;
;;;Lohja;178;19611206;1961;12;6;3325000;6695000;2.1;4.3;0.2;3;899;6.43;
;;;Lohja;178;19611207;1961;12;7;3325000;6695000;0.1;2.2;-0.8;1;813;4.99;
;;;Lohja;178;19611208;1961;12;8;3325000;6695000;-1.1;-0.1;-3.2;6;710;5.21;
;;;Lohja;178;19611209;1961;12;9;3325000;6695000;-2.1;-0.2;-3.2;2;676;4.93;
;;;Lohja;178;19611210;1961;12;10;3325000;6695000;-4.7;-2.8;-7.6;0;682;4.36;
;;;Lohja;178;19611211;1961;12;11;3325000;6695000;-6;-3.7;-8.2;0;623;3.6;
;;;Lohja;178;19611212;1961;12;12;3325000;6695000;-9;-7.1;-11.7;0;885;2.66;
;;;Lohja;178;19611213;1961;12;13;3325000;6695000;-12.9;-8.6;-15.2;0;973;1.82;
;;;Lohja;178;19611214;1961;12;14;3325000;6695000;-14.3;-11.8;-18.3;0;958;1.44;
;;;Lohja;178;19611215;1961;12;15;3325000;6695000;-10.4;-7.8;-15.2;0;914;2.04;
;;;Lohja;178;19611216;1961;12;16;3325000;6695000;-4;-0.8;-7.9;0;572;4.19;
;;;Lohja;178;19611217;1961;12;17;3325000;6695000;-0.3;0;-1.6;0;569;5.35;
;;;Lohja;178;19611218;1961;12;18;3325000;6695000;0.8;2.6;-0.4;0;758;6.01;
;;;Lohja;178;19611219;1961;12;19;3325000;6695000;-0.7;1.4;-4.8;0;889;4.18;
;;;Lohja;178;19611220;1961;12;20;3325000;6695000;-4.1;0.4;-6.1;0;886;3.62;
;;;Lohja;178;19611221;1961;12;21;3325000;6695000;-8;-5.5;-8.7;0;869;2.76;
;;;Lohja;178;19611222;1961;12;22;3325000;6695000;-10.8;-7.6;-12.6;0;869;2.06;
;;;Lohja;178;19611223;1961;12;23;3325000;6695000;-12.3;-10.8;-19.8;0;917;1.69;
;;;Lohja;178;19611224;1961;12;24;3325000;6695000;-6.6;-2;-17.7;0;569;4.2;
;;;Lohja;178;19611225;1961;12;25;3325000;6695000;-8.1;-2;-10.1;0;894;3.23;
;;;Lohja;178;19611226;1961;12;26;3325000;6695000;-16.5;-7.8;-20.5;0;876;1.45;
;;;Lohja;178;19611227;1961;12;27;3325000;6695000;-14.9;-7.1;-26.9;0;794;1.82;
;;;Lohja;178;19611228;1961;12;28;3325000;6695000;-4.3;0.1;-7.5;0;641;3.92;
;;;Lohja;178;19611229;1961;12;29;3325000;6695000;-4.8;-2.9;-9.3;4;596;3.62;
;;;Lohja;178;19611230;1961;12;30;3325000;6695000;-1.9;-0.7;-3.2;3;604;4.95;
;;;Lohja;178;19611231;1961;12;31;3325000;6695000;0.3;2.3;-2.8;4;614;6.15;
;;;Lohja;178;19620101;1962;1;1;3325000;6695000;-0.9;2.4;0.2;18;580;6.19;
;;;Lohja;178;19620102;1962;1;2;3325000;6695000;-6.2;0.3;-11.7;0;686;3.11;
;;;Lohja;178;19620103;1962;1;3;3325000;6695000;-6;-3.4;-12.8;0;584;3.52;
;;;Lohja;178;19620104;1962;1;4;3325000;6695000;-1.5;0.6;-4.3;0;695;5.29;
;;;Lohja;178;19620105;1962;1;5;3325000;6695000;0.2;1.4;-2.3;0;736;5.76;
;;;Lohja;178;19620106;1962;1;6;3325000;6695000;-1.6;1.5;-1.9;0;906;5.41;
;;;Lohja;178;19620107;1962;1;7;3325000;6695000;-7.7;-1.7;-17.5;0;1097;2.37;
;;;Lohja;178;19620108;1962;1;8;3325000;6695000;-2.8;2.1;-18.1;0;683;5.29;
;;;Lohja;178;19620109;1962;1;9;3325000;6695000;1.2;2.2;-1;2;730;6.05;
;;;Lohja;178;19620110;1962;1;10;3325000;6695000;1;2.2;0.8;3;766;6.34;
;;;Lohja;178;19620111;1962;1;11;3325000;6695000;0.4;1.3;-2.2;5;763;5.68;
;;;Lohja;178;19620112;1962;1;12;3325000;6695000;2.2;4.5;-0.2;0;760;6.8;
;;;Lohja;178;19620113;1962;1;13;3325000;6695000;1.1;3.3;0.2;17;771;6.15;
;;;Lohja;178;19620114;1962;1;14;3325000;6695000;0.5;1.3;0.2;1;848;6.14;
;;;Lohja;178;19620115;1962;1;15;3325000;6695000;-2.3;0.6;-2.7;0;824;4.94;
;;;Lohja;178;19620116;1962;1;16;3325000;6695000;-3.2;0.5;-11.5;6;1302;3.89;
;;;Lohja;178;19620117;1962;1;17;3325000;6695000;2;2.8;0.2;2;983;6.36;
;;;Lohja;178;19620118;1962;1;18;3325000;6695000;2.8;3.3;1.7;1;894;7.2;
;;;Lohja;178;19620119;1962;1;19;3325000;6695000;1.8;3.4;0.5;0;1079;6.23;
;;;Lohja;178;19620120;1962;1;20;3325000;6695000;-0.2;1.9;-0.1;1;909;5.81;
;;;Lohja;178;19620121;1962;1;21;3325000;6695000;-6.1;0.4;-11;0;956;3.16;
;;;Lohja;178;19620122;1962;1;22;3325000;6695000;-6.2;-3.5;-15.6;17;1045;2.9;
;;;Lohja;178;19620123;1962;1;23;3325000;6695000;-2.3;1.1;-4.4;8;981;4.91;
;;;Lohja;178;19620124;1962;1;24;3325000;6695000;-6.4;-3.6;-8.5;0;1148;3.31;
;;;Lohja;178;19620125;1962;1;25;3325000;6695000;-8.9;-7.6;-9.3;0;1193;2.89;
;;;Lohja;178;19620126;1962;1;26;3325000;6695000;-10.9;-7.7;-13.7;0;1499;2.54;
;;;Lohja;178;19620127;1962;1;27;3325000;6695000;-13.5;-9;-17.4;0;1554;1.9;
;;;Lohja;178;19620128;1962;1;28;3325000;6695000;-15.8;-13.1;-17.4;0;2101;1.49;
;;;Lohja;178;19620129;1962;1;29;3325000;6695000;-18.3;-13.8;-23.7;0;2495;1;
;;;Lohja;178;19620130;1962;1;30;3325000;6695000;-13;-6.9;-27.1;0;1600;2.04;
;;;Lohja;178;19620131;1962;1;31;3325000;6695000;-3;-1.4;-7.3;0;1722;3.74;
;;;Lohja;178;19620201;1962;2;1;3325000;6695000;-3.3;-1.1;-3.5;0;1351;3.95;
;;;Lohja;178;19620202;1962;2;2;3325000;6695000;-3.1;-2.1;-5.6;4;1269;4.15;
;;;Lohja;178;19620203;1962;2;3;3325000;6695000;-1.3;-0.5;-2.8;0;1609;4.87;
;;;Lohja;178;19620204;1962;2;4;3325000;6695000;-1;0.3;-1.8;9;1296;5.45;
;;;Lohja;178;19620205;1962;2;5;3325000;6695000;-1.2;0.3;-4.2;0;1510;5.32;
;;;Lohja;178;19620206;1962;2;6;3325000;6695000;-2.1;0;-4.1;1;1481;4.62;
;;;Lohja;178;19620207;1962;2;7;3325000;6695000;-1.3;0.2;-6.6;4;1383;5.09;
;;;Lohja;178;19620208;1962;2;8;3325000;6695000;0.1;0.7;-0.2;10;1460;6.2;
;;;Lohja;178;19620209;1962;2;9;3325000;6695000;-0.4;1;-3.5;0;3573;5.32;
;;;Lohja;178;19620210;1962;2;10;3325000;6695000;1.2;2.2;-3;1;1437;6.42;
;;;Lohja;178;19620211;1962;2;11;3325000;6695000;0.6;2.7;-1.2;0;1626;6.21;
;;;Lohja;178;19620212;1962;2;12;3325000;6695000;-1.1;0.1;-3.9;25;1605;5.21;
;;;Lohja;178;19620213;1962;2;13;3325000;6695000;-3;0.1;-4.8;4;1628;5.01;
;;;Lohja;178;19620214;1962;2;14;3325000;6695000;-8.2;-4.6;-8.2;0;1925;3.02;
;;;Lohja;178;19620215;1962;2;15;3325000;6695000;-11.4;-7.4;-18.2;0;4280;1.87;
;;;Lohja;178;19620216;1962;2;16;3325000;6695000;-8;-5;-26.2;18;1194;3.27;
;;;Lohja;178;19620217;1962;2;17;3325000;6695000;-6.9;-3.3;-7.7;2;1637;3.39;
;;;Lohja;178;19620218;1962;2;18;3325000;6695000;-13.4;-7.5;-14;0;3646;2.17;
;;;Lohja;178;19620219;1962;2;19;3325000;6695000;-11.4;-6;-28.1;2;4409;2.15;
;;;Lohja;178;19620220;1962;2;20;3325000;6695000;-4.2;0.8;-6.4;2;2113;4.83;
;;;Lohja;178;19620221;1962;2;21;3325000;6695000;-10.7;-3.8;-12.7;0;4935;2.17;
;;;Lohja;178;19620222;1962;2;22;3325000;6695000;-12;-4.6;-18.2;0;5545;1.88;
;;;Lohja;178;19620223;1962;2;23;3325000;6695000;-8.5;-2.2;-15.5;0;5529;2.17;
;;;Lohja;178;19620224;1962;2;24;3325000;6695000;-6.8;-3.2;-9.8;0;5578;3.05;
;;;Lohja;178;19620225;1962;2;25;3325000;6695000;-6.7;-4.3;-10;0;2631;3.08;
;;;Lohja;178;19620226;1962;2;26;3325000;6695000;-7;-6;-8.4;0;2545;3.11;
;;;Lohja;178;19620227;1962;2;27;3325000;6695000;-9.8;-6.7;-14;0;4184;2.44;
;;;Lohja;178;19620228;1962;2;28;3325000;6695000;-7.3;-2.8;-15.2;0;3696;3.18;
;;;Lohja;178;19620301;1962;3;1;3325000;6695000;-10.9;-3.6;-15.5;0;6549;2.56;
;;;Lohja;178;19620302;1962;3;2;3325000;6695000;-8.2;-6.3;-9.7;2;4956;2.7;
;;;Lohja;178;19620303;1962;3;3;3325000;6695000;-10.3;-7.5;-12.9;0;6785;2.07;
;;;Lohja;178;19620304;1962;3;4;3325000;6695000;-14.8;-8.5;-19.5;0;7224;1.49;
;;;Lohja;178;19620305;1962;3;5;3325000;6695000;-18.3;-7.5;-27;0;7949;1.23;
;;;Lohja;178;19620306;1962;3;6;3325000;6695000;-15.3;-7.6;-26.6;0;5448;1.44;
;;;Lohja;178;19620307;1962;3;7;3325000;6695000;-11.5;-5.5;-17.2;0;8565;1.53;
;;;Lohja;178;19620308;1962;3;8;3325000;6695000;-14.2;-1.9;-27.3;0;8186;2.24;
;;;Lohja;178;19620309;1962;3;9;3325000;6695000;-5;1.2;-16.8;0;6656;3.8;
;;;Lohja;178;19620310;1962;3;10;3325000;6695000;-4.5;-1.3;-6.9;13;4095;3.56;
;;;Lohja;178;19620311;1962;3;11;3325000;6695000;-3.9;-1;-7.2;1;3745;3.96;
;;;Lohja;178;19620312;1962;3;12;3325000;6695000;-13;-6.3;-21.6;0;9393;1.82;
;;;Lohja;178;19620313;1962;3;13;3325000;6695000;-11.1;-7.4;-16.3;0;8128;2.07;
;;;Lohja;178;19620314;1962;3;14;3325000;6695000;-11.2;-7.2;-15.2;0;9578;1.86;
;;;Lohja;178;19620315;1962;3;15;3325000;6695000;-12.5;-3.7;-23.1;0;8934;2.08;
;;;Lohja;178;19620316;1962;3;16;3325000;6695000;-7.2;0.9;-16.7;0;9985;3.49;
;;;Lohja;178;19620317;1962;3;17;3325000;6695000;-7.5;1.8;-18.4;0;9911;3.47;
;;;Lohja;178;19620318;1962;3;18;3325000;6695000;-7;-2.8;-13.8;0;6664;2.67;
;;;Lohja;178;19620319;1962;3;19;3325000;6695000;-11.3;-0.9;-23.8;0;9189;2.41;
;;;Lohja;178;19620320;1962;3;20;3325000;6695000;-5.1;-0.5;-10.2;1;9482;3.32;
;;;Lohja;178;19620321;1962;3;21;3325000;6695000;-4;-1.6;-6.3;0;4710;3.97;
;;;Lohja;178;19620322;1962;3;22;3325000;6695000;-3.8;-1.5;-6.8;1;2628;4.22;
;;;Lohja;178;19620323;1962;3;23;3325000;6695000;-7.7;-0.8;-13.6;0;9861;3.02;
;;;Lohja;178;19620324;1962;3;24;3325000;6695000;-10.9;-1.2;-21.7;0;10317;2.65;
;;;Lohja;178;19620325;1962;3;25;3325000;6695000;-6.9;0.4;-18.2;0;6062;3.62;
;;;Lohja;178;19620326;1962;3;26;3325000;6695000;-8.1;2;-21.3;1;8909;3.78;
;;;Lohja;178;19620327;1962;3;27;3325000;6695000;0.3;2.9;-1.3;0;3348;5.57;
;;;Lohja;178;19620328;1962;3;28;3325000;6695000;-3.4;2.8;-9.3;0;10782;3.46;
;;;Lohja;178;19620329;1962;3;29;3325000;6695000;-4.7;3;-12.1;0;13199;2.98;
;;;Lohja;178;19620330;1962;3;30;3325000;6695000;-6.5;2.6;-16.9;0;12795;2.88;
;;;Lohja;178;19620331;1962;3;31;3325000;6695000;-2.3;1.6;-11.7;7;5816;4.38;
;;;Lohja;178;19620401;1962;4;1;3325000;6695000;1.4;4.3;0;0;7994;5.92;
;;;Lohja;178;19620402;1962;4;2;3325000;6695000;0.5;2.1;-1.6;0;4048;5.53;
;;;Lohja;178;19620403;1962;4;3;3325000;6695000;1.9;5.5;0.1;6;13150;5.92;
;;;Lohja;178;19620404;1962;4;4;3325000;6695000;2.8;4.6;1.1;4;5149;6.84;
;;;Lohja;178;19620405;1962;4;5;3325000;6695000;2.2;3.2;1.4;4;3357;6.82;
;;;Lohja;178;19620406;1962;4;6;3325000;6695000;2.9;4.1;0.8;3;4696;6.59;
;;;Lohja;178;19620407;1962;4;7;3325000;6695000;2.2;3.9;0.9;9;6117;6.39;
;;;Lohja;178;19620408;1962;4;8;3325000;6695000;1.5;5.8;-0.3;1;14233;5.63;
;;;Lohja;178;19620409;1962;4;9;3325000;6695000;2.2;6;-1;2;5343;6.44;
;;;Lohja;178;19620410;1962;4;10;3325000;6695000;2.4;6;0.8;0;8379;5.59;
;;;Lohja;178;19620411;1962;4;11;3325000;6695000;1.4;4.3;-1.2;0;8242;5.7;
;;;Lohja;178;19620412;1962;4;12;3325000;6695000;2.1;8.7;-3.8;0;12563;6.23;
;;;Lohja;178;19620413;1962;4;13;3325000;6695000;2.5;7.2;-0.7;0;14210;5.88;
;;;Lohja;178;19620414;1962;4;14;3325000;6695000;2.4;6.3;-1.2;0;9818;5.42;
;;;Lohja;178;19620415;1962;4;15;3325000;6695000;2.2;8.6;-3.6;0;19528;3.55;
;;;Lohja;178;19620416;1962;4;16;3325000;6695000;4.8;12.8;-3.9;0;19195;5.34;
;;;Lohja;178;19620417;1962;4;17;3325000;6695000;5.4;13.5;-2.6;0;18272;5.71;
;;;Lohja;178;19620418;1962;4;18;3325000;6695000;6.8;12.4;1.4;0;5528;7.52;
;;;Lohja;178;19620419;1962;4;19;3325000;6695000;4.1;9.1;0.3;0;15358;5.5;
;;;Lohja;178;19620420;1962;4;20;3325000;6695000;4.6;11.7;-3;0;20054;5.03;
;;;Lohja;178;19620421;1962;4;21;3325000;6695000;5.3;15.3;-3;0;19658;5.27;
;;;Lohja;178;19620422;1962;4;22;3325000;6695000;6.9;11.1;1.8;0;13967;6.55;
;;;Lohja;178;19620423;1962;4;23;3325000;6695000;5.4;8.5;3.7;1;5296;8.71;
;;;Lohja;178;19620424;1962;4;24;3325000;6695000;6.9;14.4;1.4;0;19864;6.3;
;;;Lohja;178;19620425;1962;4;25;3325000;6695000;6.9;15.2;-2;0;21486;6.1;
;;;Lohja;178;19620426;1962;4;26;3325000;6695000;6.7;10.8;3.6;9;4680;7.5;
;;;Lohja;178;19620427;1962;4;27;3325000;6695000;6.3;8.3;4.9;3;6500;7.94;
;;;Lohja;178;19620428;1962;4;28;3325000;6695000;4.6;6.9;3.1;1;8281;6.17;
;;;Lohja;178;19620429;1962;4;29;3325000;6695000;0.7;3.8;-0.6;2;7481;4.76;
;;;Lohja;178;19620430;1962;4;30;3325000;6695000;0.5;2.1;-1.2;2;5581;5.88;
;;;Lohja;178;19620501;1962;5;1;3325000;6695000;3.4;7.9;-1;3;11691;5.65;
;;;Lohja;178;19620502;1962;5;2;3325000;6695000;2.3;5.8;0.6;5;5785;6.61;
;;;Lohja;178;19620503;1962;5;3;3325000;6695000;3.4;7.9;0.7;0;11044;6.16;
;;;Lohja;178;19620504;1962;5;4;3325000;6695000;4.6;10;-1.7;0;13641;5.65;
;;;Lohja;178;19620505;1962;5;5;3325000;6695000;4.1;5.6;3.2;0;8342;6.26;
;;;Lohja;178;19620506;1962;5;6;3325000;6695000;5.5;10.5;0.9;0;11219;6.18;
;;;Lohja;178;19620507;1962;5;7;3325000;6695000;9;15.6;1.4;0;17626;6.55;
;;;Lohja;178;19620508;1962;5;8;3325000;6695000;9.9;16;5;0;13430;7.19;
;;;Lohja;178;19620509;1962;5;9;3325000;6695000;10.3;15.4;5.7;0;11867;7.52;
;;;Lohja;178;19620510;1962;5;10;3325000;6695000;8.8;13.8;3.9;0;16173;6.96;
;;;Lohja;178;19620511;1962;5;11;3325000;6695000;6.8;12.3;-0.4;0;20365;5.54;
;;;Lohja;178;19620512;1962;5;12;3325000;6695000;7.8;14.4;-0.8;0;22231;5.49;
;;;Lohja;178;19620513;1962;5;13;3325000;6695000;8.3;15.4;-0.4;0;16960;5.69;
;;;Lohja;178;19620514;1962;5;14;3325000;6695000;10.2;15.5;3.8;0;15039;6.44;
;;;Lohja;178;19620515;1962;5;15;3325000;6695000;10.4;15.9;5.7;0;16001;6.57;
;;;Lohja;178;19620516;1962;5;16;3325000;6695000;9.8;13.6;8.1;0;8002;8.17;
;;;Lohja;178;19620517;1962;5;17;3325000;6695000;10.1;15.1;6.6;0;12288;8.79;
;;;Lohja;178;19620518;1962;5;18;3325000;6695000;9.4;14.4;6.1;3;9318;9.09;
;;;Lohja;178;19620519;1962;5;19;3325000;6695000;8.8;15.6;2.1;0;20224;7.58;
;;;Lohja;178;19620520;1962;5;20;3325000;6695000;10;17.5;0.3;11;16100;7.88;
;;;Lohja;178;19620521;1962;5;21;3325000;6695000;10.3;14.4;8.1;0;19386;9.37;
;;;Lohja;178;19620522;1962;5;22;3325000;6695000;8.6;13.9;1.7;4;17877;8.12;
;;;Lohja;178;19620523;1962;5;23;3325000;6695000;7.7;9.3;5.7;8;9609;9.73;
;;;Lohja;178;19620524;1962;5;24;3325000;6695000;8.1;12.2;6.9;0;14698;8.76;
;;;Lohja;178;19620525;1962;5;25;3325000;6695000;10.1;15.3;5.2;0;17570;8.9;
;;;Lohja;178;19620526;1962;5;26;3325000;6695000;9.7;16.1;1.9;0;22345;8.42;
;;;Lohja;178;19620527;1962;5;27;3325000;6695000;13.2;18.5;4.9;4;22312;8.38;
;;;Lohja;178;19620528;1962;5;28;3325000;6695000;11.5;15.9;7.6;0;13327;10.73;
;;;Lohja;178;19620529;1962;5;29;3325000;6695000;9.1;12;7.2;1;10999;9.82;
;;;Lohja;178;19620530;1962;5;30;3325000;6695000;8.1;11.1;5;0;13550;8.47;
;;;Lohja;178;19620531;1962;5;31;3325000;6695000;5.9;10.7;1.4;1;11926;7.36;
;;;Lohja;178;19620601;1962;6;1;3325000;6695000;7.8;12.8;3.4;0;19195;6.58;
;;;Lohja;178;19620602;1962;6;2;3325000;6695000;7.1;13.1;1.2;0;19696;6.36;
;;;Lohja;178;19620603;1962;6;3;3325000;6695000;8;13.2;0.7;0;22097;5.55;
;;;Lohja;178;19620604;1962;6;4;3325000;6695000;9.6;14.4;3.9;0;22508;5.93;
;;;Lohja;178;19620605;1962;6;5;3325000;6695000;8.6;15.4;-0.3;0;27483;4.86;
;;;Lohja;178;19620606;1962;6;6;3325000;6695000;11.3;18.1;0.6;0;29177;6.06;
;;;Lohja;178;19620607;1962;6;7;3325000;6695000;14;20.6;5.3;0;25361;8.55;
;;;Lohja;178;19620608;1962;6;8;3325000;6695000;13.8;18.6;9.5;0;10185;10.86;
;;;Lohja;178;19620609;1962;6;9;3325000;6695000;10;14.9;8.4;0;12825;9.88;
;;;Lohja;178;19620610;1962;6;10;3325000;6695000;10.5;15;6.5;4;19578;8.79;
;;;Lohja;178;19620611;1962;6;11;3325000;6695000;8.3;14.5;3.9;1;16800;8.44;
;;;Lohja;178;19620612;1962;6;12;3325000;6695000;8.2;14.6;3.1;1;18757;7.49;
;;;Lohja;178;19620613;1962;6;13;3325000;6695000;10.7;16.3;3;0;24069;6.97;
;;;Lohja;178;19620614;1962;6;14;3325000;6695000;9.4;13.7;4.8;0;10369;9.33;
;;;Lohja;178;19620615;1962;6;15;3325000;6695000;10.5;14.1;3.1;0;15668;10.29;
;;;Lohja;178;19620616;1962;6;16;3325000;6695000;16.1;21.8;9.8;4;27394;9.29;
;;;Lohja;178;19620617;1962;6;17;3325000;6695000;13.1;19.6;10.2;0;14928;10.37;
;;;Lohja;178;19620618;1962;6;18;3325000;6695000;15.1;20.3;7.2;0;25598;9.15;
;;;Lohja;178;19620619;1962;6;19;3325000;6695000;16.1;22.5;5.6;0;26373;9.7;
;;;Lohja;178;19620620;1962;6;20;3325000;6695000;14.3;23.8;6.8;6;22618;12.31;
;;;Lohja;178;19620621;1962;6;21;3325000;6695000;12.3;15.5;7.8;0;13858;12.03;
;;;Lohja;178;19620622;1962;6;22;3325000;6695000;14.2;21.3;7.1;0;22229;12.23;
;;;Lohja;178;19620623;1962;6;23;3325000;6695000;15.4;18.5;12.3;0;21075;12.28;
;;;Lohja;178;19620624;1962;6;24;3325000;6695000;13.7;21.8;6.7;2;24812;11.14;
;;;Lohja;178;19620625;1962;6;25;3325000;6695000;11.9;14.5;10;6;11688;11.86;
;;;Lohja;178;19620626;1962;6;26;3325000;6695000;12.2;16.7;8.9;3;11069;11.98;
;;;Lohja;178;19620627;1962;6;27;3325000;6695000;13.8;18.3;9.5;3;19015;11.55;
;;;Lohja;178;19620628;1962;6;28;3325000;6695000;10.9;16;7.9;6;7840;11.4;
;;;Lohja;178;19620629;1962;6;29;3325000;6695000;12.8;17.8;5.5;0;18706;10.57;
;;;Lohja;178;19620630;1962;6;30;3325000;6695000;16.3;22.3;9.7;0;22232;11.58;
;;;Lohja;178;19620701;1962;7;1;3325000;6695000;14.4;21;11.9;1;17330;12.33;
;;;Lohja;178;19620702;1962;7;2;3325000;6695000;14.3;19.8;10.8;0;17633;11.52;
;;;Lohja;178;19620703;1962;7;3;3325000;6695000;13.3;17.9;10.8;2;13277;11.38;
;;;Lohja;178;19620704;1962;7;4;3325000;6695000;13.5;19.3;9.5;12;17005;12.47;
;;;Lohja;178;19620705;1962;7;5;3325000;6695000;13.5;17.7;10.5;1;16073;11.23;
;;;Lohja;178;19620706;1962;7;6;3325000;6695000;14.6;20.4;6.4;0;21416;10.95;
;;;Lohja;178;19620707;1962;7;7;3325000;6695000;14.7;19.2;8.2;0;17442;10.85;
;;;Lohja;178;19620708;1962;7;8;3325000;6695000;15.3;20.8;7.6;0;23891;10.78;
;;;Lohja;178;19620709;1962;7;9;3325000;6695000;14.6;19.1;11.5;8;10798;14.29;
;;;Lohja;178;19620710;1962;7;10;3325000;6695000;13.5;17.3;12.4;8;11813;13.6;
;;;Lohja;178;19620711;1962;7;11;3325000;6695000;12.2;13.9;10.8;0;6002;13.23;
;;;Lohja;178;19620712;1962;7;12;3325000;6695000;13.8;18.4;11.4;1;8426;14.11;
;;;Lohja;178;19620713;1962;7;13;3325000;6695000;15.2;19.6;12.5;10;13200;15.43;
;;;Lohja;178;19620714;1962;7;14;3325000;6695000;14.2;18.3;12;0;9983;14.12;
;;;Lohja;178;19620715;1962;7;15;3325000;6695000;14.5;18;10.5;0;12423;12.99;
;;;Lohja;178;19620716;1962;7;16;3325000;6695000;14.4;16.4;12.3;0;11307;13.04;
;;;Lohja;178;19620717;1962;7;17;3325000;6695000;15.1;20.7;8.9;0;23378;10.94;
;;;Lohja;178;19620718;1962;7;18;3325000;6695000;14.5;20.4;7.2;0;21345;9.23;
;;;Lohja;178;19620719;1962;7;19;3325000;6695000;15.8;21.7;9.1;0;14258;11.76;
;;;Lohja;178;19620720;1962;7;20;3325000;6695000;16;22.6;9.6;0;21345;12.81;
;;;Lohja;178;19620721;1962;7;21;3325000;6695000;16.8;22.4;11.1;0;14844;14.48;
;;;Lohja;178;19620722;1962;7;22;3325000;6695000;15.9;19.7;11.9;3;11437;15.99;
;;;Lohja;178;19620723;1962;7;23;3325000;6695000;16.1;19.9;12.6;0;17239;14.44;
;;;Lohja;178;19620724;1962;7;24;3325000;6695000;14.7;19.1;10.7;5;15258;13.7;
;;;Lohja;178;19620725;1962;7;25;3325000;6695000;13.5;16.7;11.4;0;11080;11.98;
;;;Lohja;178;19620726;1962;7;26;3325000;6695000;12.6;17.4;7.8;0;19324;9.48;
;;;Lohja;178;19620727;1962;7;27;3325000;6695000;13.3;17.7;9;0;15036;11.57;
;;;Lohja;178;19620728;1962;7;28;3325000;6695000;12.5;18.7;8.9;4;15648;10.96;
