OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;;;;
;;;Viitasaari;1655;19610823;1961;8;23;3455000;6995000;9.1;12.5;5.8;2;8463;10.26;;;;;;
;;;Viitasaari;1655;19610824;1961;8;24;3455000;6995000;10;12.7;7.4;1;9123;10.28;;;;;;
;;;Viitasaari;1655;19610825;1961;8;25;3455000;6995000;9.1;14.9;3.3;0;10194;10.75;;;;;;
;;;Viitasaari;1655;19610826;1961;8;26;3455000;6995000;11.1;17;5.5;0;12561;10.23;;;;;;
;;;Viitasaari;1655;19610827;1961;8;27;3455000;6995000;10.9;18.2;2.2;2;16394;10.33;;;;;;
;;;Viitasaari;1655;19610828;1961;8;28;3455000;6995000;11.3;14.8;7.8;5;7495;12.41;;;;;;
;;;Viitasaari;1655;19610829;1961;8;29;3455000;6995000;11.7;17;6.1;0;14725;10.91;;;;;;
;;;Viitasaari;1655;19610830;1961;8;30;3455000;6995000;10.4;16;3.7;0;8068;11.91;;;;;;
;;;Viitasaari;1655;19610831;1961;8;31;3455000;6995000;13.5;19.6;7.3;0;10978;13.42;;;;;;
;;;Viitasaari;1655;19610901;1961;9;1;3455000;6995000;11;17.8;2.7;0;9948;11.13;;;;;;
;;;Viitasaari;1655;19610902;1961;9;2;3455000;6995000;11.3;15.7;7.4;0;14128;9.32;;;;;;
;;;Viitasaari;1655;19610903;1961;9;3;3455000;6995000;8;11.9;2.7;0;9128;8.72;;;;;;
;;;Viitasaari;1655;19610904;1961;9;4;3455000;6995000;5.7;9.4;0.3;0;10904;6.8;;;;;;
;;;Viitasaari;1655;19610905;1961;9;5;3455000;6995000;5;10.6;-0.2;0;10315;6.29;;;;;;
;;;Viitasaari;1655;19610906;1961;9;6;3455000;6995000;4;11.3;-4.5;0;14146;6.13;;;;;;
;;;Viitasaari;1655;19610907;1961;9;7;3455000;6995000;6.9;12.7;-2.1;0;11824;7.02;;;;;;
;;;Viitasaari;1655;19610908;1961;9;8;3455000;6995000;8.7;13;4.2;0;7229;9.06;;;;;;
;;;Viitasaari;1655;19610909;1961;9;9;3455000;6995000;5.9;9.2;-0.8;0;8783;7.1;;;;;;
;;;Viitasaari;1655;19610910;1961;9;10;3455000;6995000;6.5;11;2.3;0;10028;7.53;;;;;;
;;;Viitasaari;1655;19610911;1961;9;11;3455000;6995000;5.8;10.2;0.2;1;8802;7.52;;;;;;
;;;Viitasaari;1655;19610912;1961;9;12;3455000;6995000;6.8;8;4.3;4;4452;9.79;;;;;;
;;;Viitasaari;1655;19610913;1961;9;13;3455000;6995000;6.2;9;2.5;0;4588;8.34;;;;;;
;;;Viitasaari;1655;19610914;1961;9;14;3455000;6995000;3.8;11.9;-3.4;0;7512;7.16;;;;;;
;;;Viitasaari;1655;19610915;1961;9;15;3455000;6995000;8.6;12.7;3.5;0;6114;10.3;;;;;;
;;;Viitasaari;1655;19610916;1961;9;16;3455000;6995000;10.4;12.2;8.4;2;3821;11.47;;;;;;
;;;Viitasaari;1655;19610917;1961;9;17;3455000;6995000;9.9;15;3.2;0;3271;11.86;;;;;;
;;;Viitasaari;1655;19610918;1961;9;18;3455000;6995000;12.1;15.7;9.3;0;8146;10.11;;;;;;
;;;Viitasaari;1655;19610919;1961;9;19;3455000;6995000;9.1;11.6;5.7;0;5041;9.14;;;;;;
;;;Viitasaari;1655;19610920;1961;9;20;3455000;6995000;4.9;12.5;-2.2;0;10442;7.25;;;;;;
;;;Viitasaari;1655;19610921;1961;9;21;3455000;6995000;6.7;13.9;-0.9;0;8874;8.35;;;;;;
;;;Viitasaari;1655;19610922;1961;9;22;3455000;6995000;7.9;12.2;1.4;0;4752;9.43;;;;;;
;;;Viitasaari;1655;19610923;1961;9;23;3455000;6995000;8.3;15.9;1.7;0;7998;10.06;;;;;;
;;;Viitasaari;1655;19610924;1961;9;24;3455000;6995000;7.4;11.4;0.3;0;5104;9.7;;;;;;
;;;Viitasaari;1655;19610925;1961;9;25;3455000;6995000;10.1;11.7;8.8;0;3532;10;;;;;;
;;;Viitasaari;1655;19610926;1961;9;26;3455000;6995000;8;11.5;3.6;0;5649;9.66;;;;;;
;;;Viitasaari;1655;19610927;1961;9;27;3455000;6995000;3.7;12.7;-3.1;0;7054;7.55;;;;;;
;;;Viitasaari;1655;19610928;1961;9;28;3455000;6995000;4.2;12.9;-3;0;8844;7.81;;;;;;
;;;Viitasaari;1655;19610929;1961;9;29;3455000;6995000;6.7;11.1;1.1;0;3590;9.38;;;;;;
;;;Viitasaari;1655;19610930;1961;9;30;3455000;6995000;9.7;14.8;6.5;0;7443;10.03;;;;;;
;;;Viitasaari;1655;19611001;1961;10;1;3455000;6995000;9.3;14.4;5.7;0;6898;9.92;;;;;;
;;;Viitasaari;1655;19611002;1961;10;2;3455000;6995000;9.1;13.9;1.6;0;5672;10.14;;;;;;
;;;Viitasaari;1655;19611003;1961;10;3;3455000;6995000;7.9;12.3;5.9;0;4307;10.28;;;;;;
;;;Viitasaari;1655;19611004;1961;10;4;3455000;6995000;7.7;12.6;1.5;0;4630;9.16;;;;;;
;;;Viitasaari;1655;19611005;1961;10;5;3455000;6995000;8.3;10;2.7;0;2362;9.25;;;;;;
;;;Viitasaari;1655;19611006;1961;10;6;3455000;6995000;7.3;10.1;3;0;2346;8.89;;;;;;
;;;Viitasaari;1655;19611007;1961;10;7;3455000;6995000;5.6;8.8;2.4;0;3039;8.35;;;;;;
;;;Viitasaari;1655;19611008;1961;10;8;3455000;6995000;3.6;8.9;-2;0;2892;8.35;;;;;;
;;;Viitasaari;1655;19611009;1961;10;9;3455000;6995000;6.6;12.3;-1.2;3;6891;7.79;;;;;;
;;;Viitasaari;1655;19611010;1961;10;10;3455000;6995000;10.3;11.7;5.5;7;2648;11.62;;;;;;
;;;Viitasaari;1655;19611011;1961;10;11;3455000;6995000;12.5;14.5;10.9;4;2561;13.44;;;;;;
;;;Viitasaari;1655;19611012;1961;10;12;3455000;6995000;10.5;13.4;8.2;4;3882;10.51;;;;;;
;;;Viitasaari;1655;19611013;1961;10;13;3455000;6995000;7.6;10.7;6.1;0;3999;8.3;;;;;;
;;;Viitasaari;1655;19611014;1961;10;14;3455000;6995000;6.5;8.8;4.8;2;2762;7.51;;;;;;
;;;Viitasaari;1655;19611015;1961;10;15;3455000;6995000;5.2;6.7;1.3;11;2261;8.55;;;;;;
;;;Viitasaari;1655;19611016;1961;10;16;3455000;6995000;5.3;6.1;3.9;0;1416;8.23;;;;;;
;;;Viitasaari;1655;19611017;1961;10;17;3455000;6995000;7.6;9.2;4.3;3;1850;9.95;;;;;;
;;;Viitasaari;1655;19611018;1961;10;18;3455000;6995000;8.6;9.5;8.1;0;1767;9.97;;;;;;
;;;Viitasaari;1655;19611019;1961;10;19;3455000;6995000;8.3;10.4;7.2;0;2463;9.02;;;;;;
;;;Viitasaari;1655;19611020;1961;10;20;3455000;6995000;7.5;8.9;6.8;0;1527;9.26;;;;;;
;;;Viitasaari;1655;19611021;1961;10;21;3455000;6995000;7.9;9.1;6.6;0;1527;9.76;;;;;;
;;;Viitasaari;1655;19611022;1961;10;22;3455000;6995000;6.8;8.7;5.4;0;1358;9.11;;;;;;
;;;Viitasaari;1655;19611023;1961;10;23;3455000;6995000;4.8;7;2.8;0;1626;8.14;;;;;;
;;;Viitasaari;1655;19611024;1961;10;24;3455000;6995000;4;5.1;1;0;2458;6.74;;;;;;
;;;Viitasaari;1655;19611025;1961;10;25;3455000;6995000;6.1;8.3;3.4;12;1623;8.9;;;;;;
;;;Viitasaari;1655;19611026;1961;10;26;3455000;6995000;6.7;8.4;5.7;0;2095;9.01;;;;;;
;;;Viitasaari;1655;19611027;1961;10;27;3455000;6995000;7.9;8.6;5;12;1428;9.37;;;;;;
;;;Viitasaari;1655;19611028;1961;10;28;3455000;6995000;9.3;10.9;8.1;0;1758;10.48;;;;;;
;;;Viitasaari;1655;19611029;1961;10;29;3455000;6995000;8.4;9.6;7.3;0;1260;9.9;;;;;;
;;;Viitasaari;1655;19611030;1961;10;30;3455000;6995000;6.5;8.7;4.3;0;1458;9.09;;;;;;
;;;Viitasaari;1655;19611031;1961;10;31;3455000;6995000;4.2;5.7;3.2;5;1685;7.6;;;;;;
;;;Viitasaari;1655;19611101;1961;11;1;3455000;6995000;3.2;4.3;2.3;0;1196;7.4;;;;;;
;;;Viitasaari;1655;19611102;1961;11;2;3455000;6995000;3.6;3.9;-0.2;10;1124;6.85;;;;;;
;;;Viitasaari;1655;19611103;1961;11;3;3455000;6995000;6.6;9.3;3.3;7;1371;9.71;;;;;;
;;;Viitasaari;1655;19611104;1961;11;4;3455000;6995000;4.8;7.4;4.7;5;1599;8.7;;;;;;
;;;Viitasaari;1655;19611105;1961;11;5;3455000;6995000;3.4;5.6;0.5;2;1049;7.45;;;;;;
;;;Viitasaari;1655;19611106;1961;11;6;3455000;6995000;3.2;5.3;-0.1;0;1156;7.01;;;;;;
;;;Viitasaari;1655;19611107;1961;11;7;3455000;6995000;1.9;4.2;-0.3;0;1389;6.74;;;;;;
;;;Viitasaari;1655;19611108;1961;11;8;3455000;6995000;1.3;2.1;-0.6;0;937;6.25;;;;;;
;;;Viitasaari;1655;19611109;1961;11;9;3455000;6995000;1.4;2.9;-0.1;0;955;5.99;;;;;;
;;;Viitasaari;1655;19611110;1961;11;10;3455000;6995000;0;2.4;-0.6;0;957;5.11;;;;;;
;;;Viitasaari;1655;19611111;1961;11;11;3455000;6995000;-3.8;-0.3;-4.8;0;864;3.62;;;;;;
;;;Viitasaari;1655;19611112;1961;11;12;3455000;6995000;-4.9;-3.7;-5.2;0;871;3.34;;;;;;
;;;Viitasaari;1655;19611113;1961;11;13;3455000;6995000;-5.4;-4.2;-6.1;2;800;3.32;;;;;;
;;;Viitasaari;1655;19611114;1961;11;14;3455000;6995000;-2.5;-0.6;-6.4;3;788;4.57;;;;;;
;;;Viitasaari;1655;19611115;1961;11;15;3455000;6995000;1.6;4.5;-2.9;1;793;6.56;;;;;;
;;;Viitasaari;1655;19611116;1961;11;16;3455000;6995000;1.4;3.4;-0.5;1;1002;5.78;;;;;;
;;;Viitasaari;1655;19611117;1961;11;17;3455000;6995000;-1;2.8;-2.6;0;1002;4.99;;;;;;
;;;Viitasaari;1655;19611118;1961;11;18;3455000;6995000;-4.3;-1.6;-9.1;0;665;3.86;;;;;;
;;;Viitasaari;1655;19611119;1961;11;19;3455000;6995000;-6;-4;-11.2;0;1100;3.26;;;;;;
;;;Viitasaari;1655;19611120;1961;11;20;3455000;6995000;-1.9;2.9;-14.2;2;614;5.26;;;;;;
;;;Viitasaari;1655;19611121;1961;11;21;3455000;6995000;4;5;1.7;0;644;6.89;;;;;;
;;;Viitasaari;1655;19611122;1961;11;22;3455000;6995000;2.7;6.9;-0.3;0;678;6.63;;;;;;
;;;Viitasaari;1655;19611123;1961;11;23;3455000;6995000;0.4;0.9;-3.3;0;586;5.74;;;;;;
;;;Viitasaari;1655;19611124;1961;11;24;3455000;6995000;1.6;2.7;0.3;1;514;6.61;;;;;;
;;;Viitasaari;1655;19611125;1961;11;25;3455000;6995000;2.3;3.3;0.7;0;468;6.66;;;;;;
;;;Viitasaari;1655;19611126;1961;11;26;3455000;6995000;1.8;3.4;1;3;467;6.65;;;;;;
;;;Viitasaari;1655;19611127;1961;11;27;3455000;6995000;-0.7;1.6;-1.5;0;487;5.18;;;;;;
;;;Viitasaari;1655;19611128;1961;11;28;3455000;6995000;-3.8;-0.9;-3.2;1;433;4.42;;;;;;
;;;Viitasaari;1655;19611129;1961;11;29;3455000;6995000;-4.6;-2.3;-9.7;1;484;4.05;;;;;;
;;;Viitasaari;1655;19611130;1961;11;30;3455000;6995000;-2.4;-1.1;-3.8;4;391;4.94;;;;;;
;;;Viitasaari;1655;19611201;1961;12;1;3455000;6995000;-1.9;-0.8;-2.6;1;367;5.26;;;;;;
;;;Viitasaari;1655;19611202;1961;12;2;3455000;6995000;-4.1;-2.1;-4.9;0;369;4.1;;;;;;
;;;Viitasaari;1655;19611203;1961;12;3;3455000;6995000;-7.2;-4.1;-15.2;2;383;3.1;;;;;;
;;;Viitasaari;1655;19611204;1961;12;4;3455000;6995000;-7.9;-4.3;-13.3;0;327;3.65;;;;;;
;;;Viitasaari;1655;19611205;1961;12;5;3455000;6995000;-6.7;-5.6;-10.8;6;326;2.93;;;;;;
;;;Viitasaari;1655;19611206;1961;12;6;3455000;6995000;-1.3;1.5;-6.1;7;413;5.7;;;;;;
;;;Viitasaari;1655;19611207;1961;12;7;3455000;6995000;-1.6;0.3;-2.2;1;295;5.37;;;;;;
;;;Viitasaari;1655;19611208;1961;12;8;3455000;6995000;-3.6;-1.4;-5.1;0;281;4.54;;;;;;
;;;Viitasaari;1655;19611209;1961;12;9;3455000;6995000;-5.8;-3.6;-7.2;0;268;4.1;;;;;;
;;;Viitasaari;1655;19611210;1961;12;10;3455000;6995000;-7.7;-6.2;-8.3;1;271;3.67;;;;;;
;;;Viitasaari;1655;19611211;1961;12;11;3455000;6995000;-10.6;-6.6;-13.2;0;284;2.57;;;;;;
;;;Viitasaari;1655;19611212;1961;12;12;3455000;6995000;-14.1;-11.3;-16.4;0;312;1.99;;;;;;
;;;Viitasaari;1655;19611213;1961;12;13;3455000;6995000;-19.6;-15.3;-20.5;0;359;1.05;;;;;;
;;;Viitasaari;1655;19611214;1961;12;14;3455000;6995000;-23.9;-18.5;-27.1;0;332;0.78;;;;;;
;;;Viitasaari;1655;19611215;1961;12;15;3455000;6995000;-18.8;-15.3;-26.7;0;345;1.15;;;;;;
;;;Viitasaari;1655;19611216;1961;12;16;3455000;6995000;-6.4;-3.1;-15.3;2;231;3.65;;;;;;
;;;Viitasaari;1655;19611217;1961;12;17;3455000;6995000;-0.6;0.5;-3.1;0;229;5.81;;;;;;
;;;Viitasaari;1655;19611218;1961;12;18;3455000;6995000;1.4;3.7;0.3;0;259;6.16;;;;;;
;;;Viitasaari;1655;19611219;1961;12;19;3455000;6995000;-1.9;2.6;-3.6;1;320;4.04;;;;;;
;;;Viitasaari;1655;19611220;1961;12;20;3455000;6995000;-5.7;-2.6;-7.9;1;291;3.26;;;;;;
;;;Viitasaari;1655;19611221;1961;12;21;3455000;6995000;-9.2;-5.8;-11.3;0;281;2.56;;;;;;
;;;Viitasaari;1655;19611222;1961;12;22;3455000;6995000;-12.4;-8.8;-12.8;0;268;2.31;;;;;;
;;;Viitasaari;1655;19611223;1961;12;23;3455000;6995000;-16.1;-12.2;-21.7;2;324;1.27;;;;;;
;;;Viitasaari;1655;19611224;1961;12;24;3455000;6995000;-10.4;-6.2;-19.6;0;236;2.88;;;;;;
;;;Viitasaari;1655;19611225;1961;12;25;3455000;6995000;-11.7;-6;-15.5;0;264;2.32;;;;;;
;;;Viitasaari;1655;19611226;1961;12;26;3455000;6995000;-20.2;-12.2;-25.3;0;317;1.14;;;;;;
;;;Viitasaari;1655;19611227;1961;12;27;3455000;6995000;-15.8;-11.2;-26.9;0;287;1.45;;;;;;
;;;Viitasaari;1655;19611228;1961;12;28;3455000;6995000;-5.1;-2.2;-11.1;0;242;3.89;;;;;;
;;;Viitasaari;1655;19611229;1961;12;29;3455000;6995000;-6.8;-2.8;-10.3;1;261;2.85;;;;;;
;;;Viitasaari;1655;19611230;1961;12;30;3455000;6995000;-5.3;-3.1;-9.6;3;260;4.02;;;;;;
;;;Viitasaari;1655;19611231;1961;12;31;3455000;6995000;-2.6;-1.1;-5.3;6;252;4.68;;;;;;
;;;Viitasaari;1655;19620101;1962;1;1;3455000;6995000;-6.2;1.4;-10.6;0;278;4.24;;;;;;
;;;Viitasaari;1655;19620102;1962;1;2;3455000;6995000;-11.9;-9.9;-16.1;1;295;1.83;;;;;;
;;;Viitasaari;1655;19620103;1962;1;3;3455000;6995000;-8.3;-4.7;-20;0;289;3.12;;;;;;
;;;Viitasaari;1655;19620104;1962;1;4;3455000;6995000;-3;-0.8;-6;0;331;4.71;;;;;;
;;;Viitasaari;1655;19620105;1962;1;5;3455000;6995000;-1.9;-0.4;-5;1;342;5.06;;;;;;
;;;Viitasaari;1655;19620106;1962;1;6;3455000;6995000;-7.2;0.6;-9.2;0;335;3.87;;;;;;
;;;Viitasaari;1655;19620107;1962;1;7;3455000;6995000;-14.8;-9.3;-23.7;1;495;1.53;;;;;;
;;;Viitasaari;1655;19620108;1962;1;8;3455000;6995000;-6.8;-0.4;-21.7;0;349;4.08;;;;;;
;;;Viitasaari;1655;19620109;1962;1;9;3455000;6995000;-0.7;0.7;-5.9;1;385;5.44;;;;;;
;;;Viitasaari;1655;19620110;1962;1;10;3455000;6995000;0.5;1.2;0.3;0;401;6.14;;;;;;
;;;Viitasaari;1655;19620111;1962;1;11;3455000;6995000;-1;1.2;-3.2;4;406;5.31;;;;;;
;;;Viitasaari;1655;19620112;1962;1;12;3455000;6995000;0.1;2.6;-3.5;2;421;5.89;;;;;;
;;;Viitasaari;1655;19620113;1962;1;13;3455000;6995000;0.9;2.6;-0.4;7;514;5.82;;;;;;
;;;Viitasaari;1655;19620114;1962;1;14;3455000;6995000;-0.8;0.3;-1;2;452;5.87;;;;;;
;;;Viitasaari;1655;19620115;1962;1;15;3455000;6995000;-6;-0.2;-7.5;1;511;4.17;;;;;;
;;;Viitasaari;1655;19620116;1962;1;16;3455000;6995000;-8.8;-7.3;-16.1;2;795;2.33;;;;;;
;;;Viitasaari;1655;19620117;1962;1;17;3455000;6995000;-1.7;1.3;-11.5;0;578;5.39;;;;;;
;;;Viitasaari;1655;19620118;1962;1;18;3455000;6995000;1;1.8;-0.7;5;540;5.6;;;;;;
;;;Viitasaari;1655;19620119;1962;1;19;3455000;6995000;-0.8;2.4;-4.1;5;555;5.42;;;;;;
;;;Viitasaari;1655;19620120;1962;1;20;3455000;6995000;-4.5;-0.4;-7.1;2;610;4.58;;;;;;
;;;Viitasaari;1655;19620121;1962;1;21;3455000;6995000;-13.7;-6.3;-15;0;685;2.04;;;;;;
;;;Viitasaari;1655;19620122;1962;1;22;3455000;6995000;-16.9;-13.3;-26.8;0;917;1.25;;;;;;
;;;Viitasaari;1655;19620123;1962;1;23;3455000;6995000;-10.5;-8.9;-14.4;1;706;2.46;;;;;;
;;;Viitasaari;1655;19620124;1962;1;24;3455000;6995000;-10.1;-9.4;-10.6;0;805;2.37;;;;;;
;;;Viitasaari;1655;19620125;1962;1;25;3455000;6995000;-10.6;-9.8;-11.4;0;865;2.31;;;;;;
;;;Viitasaari;1655;19620126;1962;1;26;3455000;6995000;-12.6;-10.2;-13.2;0;890;2.1;;;;;;
;;;Viitasaari;1655;19620127;1962;1;27;3455000;6995000;-16.1;-12.2;-19.2;0;993;1.59;;;;;;
;;;Viitasaari;1655;19620128;1962;1;28;3455000;6995000;-19;-14.9;-19.5;0;1276;1.26;;;;;;
;;;Viitasaari;1655;19620129;1962;1;29;3455000;6995000;-20.2;-16.6;-28.9;0;1540;0.82;;;;;;
;;;Viitasaari;1655;19620130;1962;1;30;3455000;6995000;-11.5;-6.9;-26.1;0;1011;2.44;;;;;;
;;;Viitasaari;1655;19620131;1962;1;31;3455000;6995000;-4.6;-2.9;-8.1;0;1274;3.73;;;;;;
;;;Viitasaari;1655;19620201;1962;2;1;3455000;6995000;-3.2;-1.7;-3.5;0;1176;3.84;;;;;;
;;;Viitasaari;1655;19620202;1962;2;2;3455000;6995000;-5;-2.6;-6.6;3;1084;3.72;;;;;;
;;;Viitasaari;1655;19620203;1962;2;3;3455000;6995000;-3.9;-2.8;-6.2;0;1032;4.23;;;;;;
;;;Viitasaari;1655;19620204;1962;2;4;3455000;6995000;-2.7;-0.9;-4.8;3;1062;4.75;;;;;;
;;;Viitasaari;1655;19620205;1962;2;5;3455000;6995000;-2.7;-2.1;-5.3;0;1543;4.51;;;;;;
;;;Viitasaari;1655;19620206;1962;2;6;3455000;6995000;-2.6;-0.8;-3.9;0;1101;4.81;;;;;;
;;;Viitasaari;1655;19620207;1962;2;7;3455000;6995000;-1.9;-1;-5.4;2;1121;4.6;;;;;;
;;;Viitasaari;1655;19620208;1962;2;8;3455000;6995000;-0.7;1.2;-1.6;2;1188;6.07;;;;;;
;;;Viitasaari;1655;19620209;1962;2;9;3455000;6995000;-2.7;0.5;-7.5;0;2039;4.31;;;;;;
;;;Viitasaari;1655;19620210;1962;2;10;3455000;6995000;-1.1;1;-6.8;0;1272;5.7;;;;;;
;;;Viitasaari;1655;19620211;1962;2;11;3455000;6995000;-1.5;1.7;-3;1;1377;5.33;;;;;;
;;;Viitasaari;1655;19620212;1962;2;12;3455000;6995000;-3.3;-2.3;-5.2;4;1335;4.14;;;;;;
;;;Viitasaari;1655;19620213;1962;2;13;3455000;6995000;-5.9;-2.9;-7.7;1;1354;3.71;;;;;;
;;;Viitasaari;1655;19620214;1962;2;14;3455000;6995000;-10.6;-6.9;-10.1;0;1716;2.55;;;;;;
;;;Viitasaari;1655;19620215;1962;2;15;3455000;6995000;-16.1;-9.6;-21.8;0;3252;1.39;;;;;;
;;;Viitasaari;1655;19620216;1962;2;16;3455000;6995000;-15.4;-10.9;-30;1;1800;1.4;;;;;;
;;;Viitasaari;1655;19620217;1962;2;17;3455000;6995000;-11.2;-10;-12.5;1;1646;2.25;;;;;;
;;;Viitasaari;1655;19620218;1962;2;18;3455000;6995000;-12.7;-9.9;-16.3;0;2223;2.16;;;;;;
;;;Viitasaari;1655;19620219;1962;2;19;3455000;6995000;-15.1;-11.4;-22.1;2;2941;1.66;;;;;;
;;;Viitasaari;1655;19620220;1962;2;20;3455000;6995000;-14.3;-10.1;-23.4;2;1467;2.17;;;;;;
;;;Viitasaari;1655;19620221;1962;2;21;3455000;6995000;-15.6;-10.3;-17.9;0;4113;1.69;;;;;;
;;;Viitasaari;1655;19620222;1962;2;22;3455000;6995000;-16.9;-7.3;-24.7;0;4423;1.48;;;;;;
;;;Viitasaari;1655;19620223;1962;2;23;3455000;6995000;-13.1;-8.1;-21.6;0;3778;2.18;;;;;;
;;;Viitasaari;1655;19620224;1962;2;24;3455000;6995000;-9.3;-4.3;-12.7;0;4783;2.68;;;;;;
;;;Viitasaari;1655;19620225;1962;2;25;3455000;6995000;-11.7;-8.2;-15.8;0;2859;2.24;;;;;;
;;;Viitasaari;1655;19620226;1962;2;26;3455000;6995000;-12.6;-6.5;-17.2;0;2461;2.81;;;;;;
;;;Viitasaari;1655;19620227;1962;2;27;3455000;6995000;-11.7;-6.2;-23.7;0;4706;2.1;;;;;;
;;;Viitasaari;1655;19620228;1962;2;28;3455000;6995000;-7.5;-4;-16.1;3;2562;3.15;;;;;;
;;;Viitasaari;1655;19620301;1962;3;1;3455000;6995000;-13.3;-5.8;-18.1;0;4072;1.93;;;;;;
;;;Viitasaari;1655;19620302;1962;3;2;3455000;6995000;-19.6;-11;-28.4;0;6320;1.27;;;;;;
;;;Viitasaari;1655;19620303;1962;3;3;3455000;6995000;-22.3;-10.8;-31.2;0;6038;0.97;;;;;;
;;;Viitasaari;1655;19620304;1962;3;4;3455000;6995000;-21.2;-9.5;-30.2;0;6437;1.1;;;;;;
;;;Viitasaari;1655;19620305;1962;3;5;3455000;6995000;-20;-8;-30;0;6615;1.28;;;;;;
;;;Viitasaari;1655;19620306;1962;3;6;3455000;6995000;-17.9;-6.2;-28.1;0;7008;1.24;;;;;;
;;;Viitasaari;1655;19620307;1962;3;7;3455000;6995000;-15.5;-6.4;-22.2;0;7234;1.5;;;;;;
;;;Viitasaari;1655;19620308;1962;3;8;3455000;6995000;-12.1;-4.2;-23.6;0;6874;2.13;;;;;;
;;;Viitasaari;1655;19620309;1962;3;9;3455000;6995000;-7.4;-2.1;-13.4;0;4393;3.08;;;;;;
;;;Viitasaari;1655;19620310;1962;3;10;3455000;6995000;-5.6;-3.1;-7.6;6;2912;3.46;;;;;;
;;;Viitasaari;1655;19620311;1962;3;11;3455000;6995000;-9.8;-6.5;-13.9;0;6068;2.54;;;;;;
;;;Viitasaari;1655;19620312;1962;3;12;3455000;6995000;-15.5;-8.6;-23.5;0;7761;1.56;;;;;;
;;;Viitasaari;1655;19620313;1962;3;13;3455000;6995000;-14.1;-8.1;-23.9;0;7431;1.58;;;;;;
;;;Viitasaari;1655;19620314;1962;3;14;3455000;6995000;-12.6;-8.3;-18;0;8018;1.66;;;;;;
;;;Viitasaari;1655;19620315;1962;3;15;3455000;6995000;-14.6;-6.5;-22.6;0;8920;1.78;;;;;;
;;;Viitasaari;1655;19620316;1962;3;16;3455000;6995000;-8.5;-1.4;-17.3;0;8181;2.73;;;;;;
;;;Viitasaari;1655;19620317;1962;3;17;3455000;6995000;-7.4;-0.2;-14.8;0;9219;2.97;;;;;;
;;;Viitasaari;1655;19620318;1962;3;18;3455000;6995000;-8.6;-3.4;-13.3;0;9674;2.22;;;;;;
;;;Viitasaari;1655;19620319;1962;3;19;3455000;6995000;-11.3;-3;-18.9;0;8732;1.99;;;;;;
;;;Viitasaari;1655;19620320;1962;3;20;3455000;6995000;-10.4;-2.8;-22.1;0;7675;2.51;;;;;;
;;;Viitasaari;1655;19620321;1962;3;21;3455000;6995000;-6.7;-2.7;-12.9;1;5778;3.33;;;;;;
;;;Viitasaari;1655;19620322;1962;3;22;3455000;6995000;-6.5;-3.3;-11.1;1;5355;3.16;;;;;;
;;;Viitasaari;1655;19620323;1962;3;23;3455000;6995000;-6.8;-2.9;-12.5;0;5538;3.26;;;;;;
;;;Viitasaari;1655;19620324;1962;3;24;3455000;6995000;-6;-1.7;-12.8;0;8441;3;;;;;;
;;;Viitasaari;1655;19620325;1962;3;25;3455000;6995000;-6.6;-1.4;-11.4;0;6821;2.99;;;;;;
;;;Viitasaari;1655;19620326;1962;3;26;3455000;6995000;-9.2;0.2;-25;1;9222;2.51;;;;;;
;;;Viitasaari;1655;19620327;1962;3;27;3455000;6995000;-6.1;-1;-11.3;0;8432;3.35;;;;;;
;;;Viitasaari;1655;19620328;1962;3;28;3455000;6995000;-5.2;0.7;-13.5;0;7846;3.33;;;;;;
;;;Viitasaari;1655;19620329;1962;3;29;3455000;6995000;-4.3;0;-11;0;7464;3.81;;;;;;
;;;Viitasaari;1655;19620330;1962;3;30;3455000;6995000;-4.8;0.1;-9.8;0;10051;3.11;;;;;;
;;;Viitasaari;1655;19620331;1962;3;31;3455000;6995000;-6.4;1.3;-20.5;1;12534;2.74;;;;;;
;;;Viitasaari;1655;19620401;1962;4;1;3455000;6995000;1;3.5;-1.1;1;4531;5.5;;;;;;
;;;Viitasaari;1655;19620402;1962;4;2;3455000;6995000;-1;2.5;-4.9;0;7166;4.85;;;;;;
;;;Viitasaari;1655;19620403;1962;4;3;3455000;6995000;1.5;5.1;-3.4;1;6786;5.32;;;;;;
;;;Viitasaari;1655;19620404;1962;4;4;3455000;6995000;2.3;3.4;0.5;6;4445;6.8;;;;;;
;;;Viitasaari;1655;19620405;1962;4;5;3455000;6995000;1.7;2.7;0.8;5;4223;6.93;;;;;;
;;;Viitasaari;1655;19620406;1962;4;6;3455000;6995000;3.3;6.1;0.4;0;6005;6.6;;;;;;
;;;Viitasaari;1655;19620407;1962;4;7;3455000;6995000;3.2;5.4;2.3;5;4329;6.95;;;;;;
;;;Viitasaari;1655;19620408;1962;4;8;3455000;6995000;0.9;2.9;-1.2;1;5045;6.21;;;;;;
;;;Viitasaari;1655;19620409;1962;4;9;3455000;6995000;0.6;3.4;-3;2;4888;5.96;;;;;;
;;;Viitasaari;1655;19620410;1962;4;10;3455000;6995000;2.6;3.8;1.1;0;5637;5.93;;;;;;
;;;Viitasaari;1655;19620411;1962;4;11;3455000;6995000;2.1;5.2;-1.8;0;8724;5.5;;;;;;
